from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
11704,6195,2,420,,
11704,6340,2,420,,
11704,8854,0,240,,
11706,11706,0,240,,
11707,11243,2,300,,
11707,11247,0,240,,
11707,11295,2,360,,
11707,11707,0,240,,
11707,12716,2,300,,
11707,6753,0,240,,
11708,11678,2,300,,
1171,1170,2,480,,
1171,1175,2,300,,
1171,12336,0,240,,
11710,11712,0,240,,
11710,11714,2,300,,
11710,11715,0,240,,
11710,11716,0,240,,
11710,11718,0,240,,
11710,8053,0,240,,
11710,8064,0,240,,
11712,11712,4,0,14843161,14842823
11712,11712,4,0,14843162,14842822
11712,11712,4,0,14843163,14842821
11712,11712,4,0,14843164,14842820
11712,11712,4,0,14843165,14842819
11712,11712,4,0,14843166,14842818
11712,11712,4,0,14843167,14842816
11712,11712,4,0,14843168,14842815
11712,11712,4,0,14843169,14842814
11712,11712,4,0,14843170,14842813
11712,11712,4,0,14843171,14842817
11712,11712,4,0,14843172,14842812
11712,11712,4,0,14843173,14842811
11712,11712,4,0,14843174,14842810
11712,11712,4,0,14843175,14842809
11712,11712,4,0,14843176,14842807
11712,11712,4,0,14843177,14842806
11712,11712,4,0,14843178,14842828
11712,11712,4,0,14843179,14842804
11712,11712,4,0,14843180,14842803
11712,11712,4,0,14843181,14842802
11712,11712,4,0,14843182,14842827
11712,11712,4,0,14843183,14842800
11712,11712,4,0,14843184,14842798
11712,11712,4,0,14843185,14842826
11712,11712,4,0,14843186,14842796
11712,11712,4,0,14843187,14842795
11712,11712,4,0,14843188,14842794
11712,11712,4,0,14843189,14842793
11712,11712,4,0,14843190,14842792
11712,11712,4,0,14843191,14842791
11712,11712,4,0,14843192,14842790
11712,11712,4,0,14843193,14842789
11712,11712,4,0,14843194,14842788
11712,11712,4,0,14843195,14842787
11712,11712,4,0,14843196,14842786
11712,11712,4,0,14843197,14842785
11712,11712,4,0,14843198,14842784
11712,11712,4,0,14843199,14842783
11712,11712,4,0,14843200,14842782
11712,11712,4,0,14843201,14842781
11712,11712,4,0,14843202,14842775
11712,11712,4,0,14843203,14842774
11712,11712,4,0,14843204,14842773
11712,11712,4,0,14843205,14842772
11712,11712,4,0,14843206,14842771
11712,11712,4,0,14843207,14842770
11712,11712,4,0,14843208,14842769
11712,11712,4,0,14843209,14842768
11712,11712,4,0,14843210,14842767
11712,11712,4,0,14843211,14842780
11712,11712,4,0,14843212,14842779
11712,11712,4,0,14843213,14842778
11712,11712,4,0,14843214,14842777
11712,11712,4,0,14843215,14842776
11712,11712,4,0,14843216,14842766
11712,11712,4,0,14843217,14842765
11712,11712,4,0,14843218,14842799
11712,11712,4,0,14843219,14842764
11712,11712,4,0,14843220,14842763
11712,11712,4,0,14843221,14842762
11712,11712,4,0,14843222,14842761
11712,11712,4,0,14843223,14842760
11712,11712,4,0,14843224,14842759
11712,11712,4,0,14843225,14842758
11712,11712,4,0,14843226,14842757
11712,11712,4,0,14843227,14842756
11712,11712,4,0,14843228,14842808
11712,11712,4,0,14843229,14842797
11712,11712,4,0,14843230,14842801
11712,11712,4,0,14843231,14842805
11712,11712,4,0,14843232,14842824
11712,11712,4,0,14843233,14842825
11712,11712,4,0,14843308,14842908
11712,11712,4,0,14843309,14842909
11712,11712,4,0,14843310,14842910
11712,11712,4,0,14843311,14842911
11712,11712,4,0,14843312,14842912
11712,11712,4,0,14843313,14842913
11712,11712,4,0,14843314,14842914
11712,11712,4,0,14843315,14842915
11712,11712,4,0,14843316,14842916
11712,11712,4,0,14843317,14842917
11712,11712,4,0,14843318,14842918
11712,11712,4,0,14843319,14842919
11712,11712,4,0,14843320,14842920
11712,11712,4,0,14843321,14842921
11712,11712,4,0,14843322,14842922
11712,11712,4,0,14843323,14842923
11712,11712,4,0,14843324,14842924
11712,11712,4,0,14843325,14842925
11712,11712,4,0,14843326,14842926
11712,11712,4,0,14843327,14842927
11712,11712,4,0,14843328,14842928
11712,11712,4,0,14843329,14842929
11712,11712,4,0,14843330,14842930
11712,11712,4,0,14843331,14842931
11712,11712,4,0,14843332,14842932
11712,11712,4,0,14843333,14842933
11712,11712,4,0,14843334,14842934
11712,11712,4,0,14843335,14842935
11712,11712,4,0,14843336,14842936
11712,11712,4,0,14843337,14842937
11712,11712,4,0,14843338,14842938
11712,11712,4,0,14843339,14842939
11712,11712,4,0,14843340,14842940
11712,11712,4,0,14843341,14842941
11712,11712,4,0,14843342,14842942
11712,11712,4,0,14843343,14842943
11712,11712,4,0,14843344,14842944
11712,11712,4,0,14843345,14842945
11712,11712,4,0,14843346,14842946
11712,11712,4,0,14843347,14842947
11712,11712,4,0,14843348,14842948
11712,11712,4,0,14843349,14842949
11712,11712,4,0,14843350,14842950
11712,11712,4,0,14843351,14842951
11712,11712,4,0,14843352,14842952
11712,11712,4,0,14843353,14842953
11712,11712,4,0,14843354,14842954
11712,11712,4,0,14843355,14842955
11712,11712,4,0,14843356,14842956
11712,11712,4,0,14843357,14842957
11712,11712,4,0,14843358,14842958
11712,11712,4,0,14843359,14842959
11712,11712,4,0,14843360,14842960
11712,11712,4,0,14843361,14842961
11712,11712,4,0,14843362,14842906
11712,11712,4,0,14843363,14842962
11712,11712,4,0,14843364,14842963
11712,11712,4,0,14843365,14842964
11712,11712,4,0,14843366,14842965
11712,11712,4,0,14843367,14842966
11712,11712,4,0,14843368,14842967
11712,11712,4,0,14843369,14842968
11712,11712,4,0,14843370,14842969
11712,11712,4,0,14843371,14842970
11712,11712,4,0,14843438,14843041
11712,11712,4,0,14843439,14843042
11712,11712,4,0,14843440,14843043
11712,11712,4,0,14843441,14843044
11712,11712,4,0,14843442,14843045
11712,11712,4,0,14843443,14843046
11712,11712,4,0,14843444,14843047
11712,11712,4,0,14843445,14843048
11712,11712,4,0,14843446,14843049
11712,11712,4,0,14843447,14843050
11712,11712,4,0,14843448,14843051
11712,11712,4,0,14843449,14843052
11712,11712,4,0,14843450,14843053
11712,11712,4,0,14843451,14843054
11712,11712,4,0,14843452,14843055
11712,11712,4,0,14843453,14843056
11712,11712,4,0,14843454,14843057
11712,11712,4,0,14843455,14843058
11712,11712,4,0,14843456,14843059
11712,11712,4,0,14843457,14843060
11712,11712,4,0,14843458,14843061
11712,11712,4,0,14843459,14843062
11712,11712,4,0,14843460,14843063
11712,11712,4,0,14843461,14843064
11712,11712,4,0,14843462,14843065
11712,11712,4,0,14843463,14843066
11712,11712,4,0,14843464,14843067
11712,11712,4,0,14843465,14843068
11712,11712,4,0,14843466,14843069
11712,11712,4,0,14843467,14843070
11712,11712,4,0,14843468,14843071
11712,11712,4,0,14843469,14843072
11712,11712,4,0,14843470,14843073
11712,11712,4,0,14843471,14843074
11712,11712,4,0,14843472,14843075
11712,11712,4,0,14843473,14843076
11712,11712,4,0,14843474,14843077
11712,11712,4,0,14843475,14843078
11712,11712,4,0,14843476,14843079
11712,11712,4,0,14843477,14843080
11712,11712,4,0,14843478,14843081
11712,11712,4,0,14843479,14843082
11712,11712,4,0,14843480,14843083
11712,11712,4,0,14843481,14843084
11712,11712,4,0,14843482,14843085
11712,11712,4,0,14843483,14843086
11712,11712,4,0,14843484,14843087
11712,11712,4,0,14843485,14843088
11712,11712,4,0,14843486,14843089
11712,11712,4,0,14843487,14843090
11712,11712,4,0,14843488,14843091
11712,11712,4,0,14843489,14843092
11712,11712,4,0,14843490,14843093
11712,11712,4,0,14843491,14843094
11712,11712,4,0,14843492,14843095
11712,11712,4,0,14843493,14843096
11712,11712,4,0,14843494,14843097
11712,11712,4,0,14843495,14843098
11712,11712,4,0,14902893,14843039
11712,11712,4,0,14902894,14843040
11712,11712,4,0,14902908,14842754
11713,11710,0,240,,
11713,11712,0,240,,
11713,11714,0,240,,
11713,11715,0,240,,
11713,11716,0,240,,
11713,8053,0,240,,
11713,8064,0,240,,
11714,11710,0,240,,
11714,11712,0,240,,
11714,11714,0,240,,
11714,11715,0,240,,
11714,11716,0,240,,
11714,11718,0,240,,
11714,8053,0,240,,
11714,8064,0,240,,
11715,11710,0,240,,
11715,11712,0,240,,
11715,11714,0,240,,
11715,11715,0,240,,
11715,11716,0,240,,
11719,11710,0,240,,
11719,11715,0,240,,
11719,11716,0,240,,
11719,11718,0,240,,
11719,8053,0,240,,
11719,8064,0,240,,
1172,1170,2,480,,
1172,1175,2,480,,
1173,12405,2,300,,
1173,12409,2,300,,
1173,12410,2,300,,
1173,12411,2,300,,
1173,2016,0,240,,
1173,2414,0,240,,
1173,2523,0,240,,
1173,2671,0,240,,
1173,2717,2,120,,
1173,2761,0,240,,
1173,2833,0,240,,
1173,8049,2,300,,
1173,8068,2,300,,
11739,11736,2,300,,
11739,11739,0,240,,
11739,12386,0,240,,
11754,10629,0,240,,
11759,11759,0,240,,
11760,10958,2,360,,
11760,11759,0,240,,
11765,11710,0,240,,
11765,11712,0,240,,
11765,11714,0,240,,
11765,11715,0,240,,
11765,11716,0,240,,
11765,8053,0,240,,
11765,8064,0,240,,
11785,11653,2,480,,
11792,12358,2,420,,
11792,12361,2,420,,
11792,12362,2,360,,
11792,12363,2,360,,
11793,12358,2,300,,
11793,12361,2,300,,
11793,12362,2,300,,
11793,12363,2,300,,
11794,12358,2,300,,
11794,12361,2,300,,
11794,12363,2,300,,
11798,11799,0,240,,
11798,11801,0,240,,
11798,11802,0,240,,
11798,11807,0,240,,
11798,11808,0,240,,
11798,11810,0,240,,
11798,11811,0,240,,
11801,11799,0,240,,
11801,11802,0,240,,
11801,11806,0,240,,
11801,11807,0,240,,
11801,11808,0,240,,
11801,11810,0,240,,
11801,11811,0,240,,
11802,11798,0,240,,
11802,11799,0,240,,
11802,11801,0,240,,
11802,11806,0,240,,
11802,11807,0,240,,
11802,11808,0,240,,
11802,11811,0,240,,
11805,11798,0,240,,
11805,11799,0,240,,
11805,11801,0,240,,
11805,11802,0,240,,
11805,11806,0,240,,
11805,11807,0,240,,
11805,11808,0,240,,
11805,11810,0,240,,
11805,11811,0,240,,
11806,11799,0,240,,
11806,11801,0,240,,
11806,11802,0,240,,
11806,11807,0,240,,
11806,11808,0,240,,
11806,11810,0,240,,
11806,11811,0,240,,
11807,11798,0,240,,
11807,11799,0,240,,
11807,11801,0,240,,
11807,11802,0,240,,
11807,11806,0,240,,
11808,11798,0,240,,
11808,11799,0,240,,
11808,11801,0,240,,
11808,11802,0,240,,
11808,11806,0,240,,
11808,11810,0,240,,
11808,11811,0,240,,
1181,1181,0,240,,
11810,11798,0,240,,
11810,11799,0,240,,
11810,11801,0,240,,
11810,11806,0,240,,
11810,11807,0,240,,
11810,11808,0,240,,
11810,11811,0,240,,
11827,11827,0,240,,
11827,3317,0,240,,
11843,12380,2,360,,
11858,11860,0,240,,
11858,11861,2,300,,
11858,12949,0,240,,
11858,5593,0,240,,
11858,5633,0,240,,
11858,5743,0,240,,
11858,6000,0,240,,
11858,6077,0,240,,
1186,1187,0,240,,
1186,12665,2,300,,
1186,12666,2,300,,
1186,1648,0,240,,
11860,11858,0,240,,
11860,11861,0,240,,
11860,12949,0,240,,
11860,5464,0,240,,
11860,5509,0,240,,
11860,5593,0,240,,
11860,5633,0,240,,
11860,5700,0,240,,
11860,5743,0,240,,
11860,6000,0,240,,
11860,6077,0,240,,
11866,10947,0,240,,
11866,4461,0,240,,
11866,4491,0,240,,
11866,4660,0,240,,
1187,1160,0,240,,
1187,1186,0,240,,
11874,11874,0,240,,
11874,11876,2,300,,
11874,12567,0,240,,
11874,1401,2,360,,
11874,8750,0,240,,
11874,8759,2,300,,
11876,11697,2,240,,
11876,11874,2,300,,
11876,11876,0,240,,
11876,12567,2,360,,
11876,1401,2,420,,
11876,8750,2,360,,
11876,8759,2,360,,
11878,11874,2,360,,
11878,12567,2,360,,
11878,8750,2,420,,
11878,8759,2,420,,
11879,11878,2,360,,
11879,12567,2,360,,
11879,1401,2,420,,
11879,8750,2,540,,
11879,8759,2,480,,
11882,10880,0,240,,
11882,10881,0,240,,
11882,11764,2,300,,
11882,11882,0,240,,
11882,5045,0,240,,
11882,5122,0,240,,
11882,5262,0,240,,
11882,5494,0,240,,
11882,5667,0,240,,
11882,5768,0,240,,
11882,5769,0,240,,
11882,5793,0,240,,
11882,5891,0,240,,
11882,6467,0,240,,
11882,8057,0,240,,
11882,8060,0,240,,
1190,1617,0,240,,
1190,1683,0,240,,
11903,11901,0,240,,
11903,11903,0,240,,
11903,12428,0,240,,
11906,2266,0,240,,
11906,2323,0,240,,
11909,2266,0,240,,
11909,2323,0,240,,
11911,11911,0,240,,
11911,1429,0,240,,
11911,1444,0,240,,
11929,11091,2,360,,
11929,4329,2,300,,
11932,6661,0,240,,
11932,8283,2,420,,
11932,8483,2,480,,
11940,11941,0,240,,
11940,11942,0,240,,
11940,11943,0,240,,
11940,12022,0,240,,
11940,12230,0,240,,
11940,12332,0,240,,
11940,8033,2,120,,
11949,11949,0,240,,
11949,11957,0,240,,
1195,1158,0,240,,
1195,1195,0,240,,
11958,11950,0,240,,
11958,12285,0,240,,
11959,11952,0,240,,
11962,7645,2,540,,
11964,9376,0,240,,
1198,665,0,240,,
1198,704,0,240,,
11998,11032,0,240,,
1202,1307,2,360,,
1202,1355,0,240,,
12020,11941,0,240,,
12020,11942,0,240,,
12020,11943,0,240,,
12020,12022,0,240,,
12020,12230,0,240,,
12020,12231,0,240,,
12020,12332,0,240,,
12020,8020,2,120,,
12026,10467,2,360,,
12026,10513,2,360,,
12026,11119,2,480,,
12036,10399,2,180,,
12036,11302,2,420,,
12036,11526,0,240,,
12036,12036,2,120,,
12036,4495,2,300,,
12036,4882,2,480,,
12036,77,0,240,,
12036,8035,2,600,,
12036,8041,2,420,,
12036,96,0,240,,
12043,7644,2,420,,
12054,10819,0,240,,
12054,10823,0,240,,
1206,785,2,300,,
1206,850,2,360,,
12063,12065,2,300,,
12063,12066,2,300,,
12064,12066,2,300,,
12065,12063,2,300,,
12065,12064,2,300,,
12066,12063,2,300,,
12066,12064,2,300,,
12080,13007,2,300,,
12122,4340,0,240,,
12134,12891,2,300,,
12134,797,0,240,,
12139,12139,0,240,,
12147,12227,0,240,,
12147,8672,0,240,,
12147,8676,0,240,,
12147,8685,0,240,,
12147,8687,0,240,,
12147,8688,0,240,,
12147,8689,0,240,,
12147,8690,0,240,,
12147,8746,0,240,,
12147,8755,0,240,,
12155,12155,0,240,,
12155,12695,2,300,,
12155,12916,2,300,,
12155,5042,0,240,,
12155,6468,0,240,,
12155,8059,0,240,,
12168,301,2,300,,
12168,646,0,240,,
12168,744,2,300,,
12172,12495,2,360,,
12172,2095,2,300,,
12173,5352,2,300,,
12173,7095,2,300,,
12173,7166,2,300,,
12173,7214,2,300,,
12173,7259,0,240,,
1218,2000,0,240,,
1218,2035,0,240,,
122,122,0,240,,
122,1276,2,300,,
122,1510,2,300,,
12204,7296,2,300,,
12205,12205,0,240,,
12205,6730,2,300,,
12205,6734,2,360,,
12206,12207,2,360,,
12207,12206,2,300,,
12207,12207,0,240,,
12207,12220,2,360,,
12207,6730,2,600,,
12209,12210,0,240,,
12209,12211,0,240,,
12209,12212,0,240,,
12209,12228,0,240,,
12209,12229,0,240,,
12209,3155,0,240,,
12209,3242,2,300,,
12213,12213,4,0,14852301,14852588
12213,12213,4,0,14852302,14852589
12213,12213,4,0,14852303,14852590
12213,12213,4,0,14852304,14852591
12213,12213,4,0,14852305,14852592
12213,12213,4,0,14852306,14852593
12213,12213,4,0,14852307,14852594
12213,12213,4,0,14852308,14852595
12213,12213,4,0,14852309,14852552
12213,12213,4,0,14852310,14852553
12213,12213,4,0,14852311,14852580
12213,12213,4,0,14852312,14852572
12213,12213,4,0,14852313,14852573
12213,12213,4,0,14852314,14852574
12213,12213,4,0,14852315,14852575
12213,12213,4,0,14852316,14852576
12213,12213,4,0,14852317,14852577
12213,12213,4,0,14852318,14852578
12213,12213,4,0,14852319,14852579
12213,12213,4,0,14852320,14852581
12213,12213,4,0,14852321,14852582
12213,12213,4,0,14852322,14852583
12213,12213,4,0,14852323,14852584
12213,12213,4,0,14852324,14852585
12213,12213,4,0,14852325,14852586
12213,12213,4,0,14852326,14852587
12213,12213,4,0,14852327,14852555
12213,12213,4,0,14852328,14852556
12213,12213,4,0,14852329,14852557
12213,12213,4,0,14852330,14852554
12213,12213,4,0,14852331,14852569
12213,12213,4,0,14852332,14852570
12213,12213,4,0,14852333,14852571
12213,12213,4,0,14852334,14852558
12213,12213,4,0,14852335,14852559
12213,12213,4,0,14852336,14852560
12213,12213,4,0,14852337,14852561
12213,12213,4,0,14852338,14852562
12213,12213,4,0,14852339,14852563
12213,12213,4,0,14852340,14852564
12213,12213,4,0,14852341,14852565
12213,12213,4,0,14852342,14852566
12213,12213,4,0,14852343,14852567
12213,12213,4,0,14852344,14852568
12213,12213,4,0,14852345,14852596
12213,12213,4,0,14852392,14852633
12213,12213,4,0,14852393,14852634
12213,12213,4,0,14852394,14852642
12213,12213,4,0,14852395,14852643
12213,12213,4,0,14852396,14852637
12213,12213,4,0,14852397,14852638
12213,12213,4,0,14852398,14852639
12213,12213,4,0,14852399,14852640
12213,12213,4,0,14852400,14852641
12213,12213,4,0,14852401,14852644
12213,12213,4,0,14852402,14852645
12213,12213,4,0,14852403,14852647
12213,12213,4,0,14852404,14852648
12213,12213,4,0,14852405,14852649
12213,12213,4,0,14852406,14852650
12213,12213,4,0,14852407,14852651
12213,12213,4,0,14852408,14852652
12213,12213,4,0,14852409,14852653
12213,12213,4,0,14852410,14852655
12213,12213,4,0,14852411,14852657
12213,12213,4,0,14852412,14852654
12213,12213,4,0,14852413,14852656
12213,12213,4,0,14852414,14852646
12213,12213,4,0,14852415,14852628
12213,12213,4,0,14852416,14852629
12213,12213,4,0,14852417,14852630
12213,12213,4,0,14852418,14852631
12213,12213,4,0,14852419,14852632
12213,12213,4,0,14852420,14852635
12213,12213,4,0,14852421,14852636
12213,12213,4,0,14852453,14852696
12213,12213,4,0,14852454,14852697
12213,12213,4,0,14852455,14852698
12213,12213,4,0,14852456,14852699
12213,12213,4,0,14852457,14852700
12213,12213,4,0,14852458,14852701
12213,12213,4,0,14852459,14852702
12213,12213,4,0,14852460,14852685
12213,12213,4,0,14852461,14852688
12213,12213,4,0,14852462,14852689
12213,12213,4,0,14852463,14852690
12213,12213,4,0,14852464,14852691
12213,12213,4,0,14852465,14852692
12213,12213,4,0,14852466,14852693
12213,12213,4,0,14852467,14852695
12213,12213,4,0,14852468,14852694
12213,12213,4,0,14852469,14852686
12213,12213,4,0,14852470,14852687
12213,12213,4,0,14852471,14852703
12213,12213,4,0,14852472,14852704
12213,12213,4,0,14852473,14852705
12213,12213,4,0,14852474,14852706
12213,12213,4,0,14852475,14852707
12213,12213,4,0,14852476,14852708
12213,12213,4,0,14852477,14852709
12213,12213,4,0,14905293,14905295
12213,12213,4,0,14905294,14905300
12213,12213,4,0,14905800,14905803
12214,12214,4,0,14852505,14852348
12214,12214,4,0,14852506,14852346
12214,12214,4,0,14852507,14852347
12214,12214,4,0,14852508,14852349
12214,12214,4,0,14852509,14852350
12214,12214,4,0,14852510,14852351
12214,12214,4,0,14852511,14852352
12214,12214,4,0,14852512,14852353
12214,12214,4,0,14852513,14852354
12214,12214,4,0,14852514,14852355
12214,12214,4,0,14852515,14852356
12214,12214,4,0,14852516,14852357
12214,12214,4,0,14852517,14852358
12214,12214,4,0,14852518,14852359
12214,12214,4,0,14852519,14852360
12214,12214,4,0,14852520,14852361
12214,12214,4,0,14852520,14905805
12214,12214,4,0,14852521,14852382
12214,12214,4,0,14852522,14852383
12214,12214,4,0,14852523,14852384
12214,12214,4,0,14852524,14852385
12214,12214,4,0,14852525,14852386
12214,12214,4,0,14852526,14852387
12214,12214,4,0,14852527,14852388
12214,12214,4,0,14852528,14852389
12214,12214,4,0,14852529,14852390
12214,12214,4,0,14852530,14852362
12214,12214,4,0,14852531,14852363
12214,12214,4,0,14852532,14852364
12214,12214,4,0,14852533,14852365
12214,12214,4,0,14852534,14852366
12214,12214,4,0,14852535,14852367
12214,12214,4,0,14852536,14852368
12214,12214,4,0,14852537,14852369
12214,12214,4,0,14852538,14852370
12214,12214,4,0,14852539,14852371
12214,12214,4,0,14852540,14852372
12214,12214,4,0,14852541,14852373
12214,12214,4,0,14852542,14852374
12214,12214,4,0,14852543,14852375
12214,12214,4,0,14852544,14852376
12214,12214,4,0,14852545,14852377
12214,12214,4,0,14852546,14852378
12214,12214,4,0,14852547,14852379
12214,12214,4,0,14852548,14852380
12214,12214,4,0,14852549,14852381
12214,12214,4,0,14852550,14852391
12214,12214,4,0,14852597,14852425
12214,12214,4,0,14852598,14852426
12214,12214,4,0,14852599,14852427
12214,12214,4,0,14852600,14852428
12214,12214,4,0,14852601,14852429
12214,12214,4,0,14852602,14852430
12214,12214,4,0,14852603,14852431
12214,12214,4,0,14852604,14852432
12214,12214,4,0,14852605,14852433
12214,12214,4,0,14852606,14852452
12214,12214,4,0,14852607,14852434
12214,12214,4,0,14852608,14852422
12214,12214,4,0,14852609,14852423
12214,12214,4,0,14852610,14852424
12214,12214,4,0,14852611,14852435
12214,12214,4,0,14852612,14852436
12214,12214,4,0,14852613,14852437
12214,12214,4,0,14852614,14852438
12214,12214,4,0,14852615,14852439
12214,12214,4,0,14852616,14852440
12214,12214,4,0,14852617,14852447
12214,12214,4,0,14852618,14852448
12214,12214,4,0,14852619,14852441
12214,12214,4,0,14852620,14852442
12214,12214,4,0,14852621,14852443
12214,12214,4,0,14852622,14852444
12214,12214,4,0,14852623,14852445
12214,12214,4,0,14852624,14852446
12214,12214,4,0,14852625,14852449
12214,12214,4,0,14852626,14852450
12214,12214,4,0,14852627,14852451
12214,12214,4,0,14852658,14852485
12214,12214,4,0,14852659,14852486
12214,12214,4,0,14852660,14852487
12214,12214,4,0,14852661,14852488
12214,12214,4,0,14852662,14852489
12214,12214,4,0,14852663,14852490
12214,12214,4,0,14852664,14852492
12214,12214,4,0,14852665,14852494
12214,12214,4,0,14852666,14852491
12214,12214,4,0,14852667,14852493
12214,12214,4,0,14852668,14852495
12214,12214,4,0,14852669,14852478
12214,12214,4,0,14852670,14852479
12214,12214,4,0,14852671,14852480
12214,12214,4,0,14852672,14852481
12214,12214,4,0,14852673,14852482
12214,12214,4,0,14852674,14852483
12214,12214,4,0,14852675,14852484
12214,12214,4,0,14852676,14852496
12214,12214,4,0,14852677,14852497
12214,12214,4,0,14852678,14852498
12214,12214,4,0,14852679,14852499
12214,12214,4,0,14852680,14852500
12214,12214,4,0,14852681,14852501
12214,12214,4,0,14852682,14852502
12214,12214,4,0,14852683,14852503
12214,12214,4,0,14852684,14852504
12214,12214,4,0,14905802,14905801
12214,12214,4,0,14905808,14905807
12217,12217,4,0,14855393,14855428
12217,12217,4,0,14855394,14855429
12217,12217,4,0,14855395,14855430
12217,12217,4,0,14855396,14855431
12217,12217,4,0,14855397,14855432
12217,12217,4,0,14855398,14855433
12217,12217,4,0,14855399,14855434
12217,12217,4,0,14855400,14855435
12217,12217,4,0,14855401,14855436
12217,12217,4,0,14855402,14855437
12217,12217,4,0,14855403,14855438
12217,12217,4,0,14855404,14855439
12217,12217,4,0,14855405,14855440
12217,12217,4,0,14855406,14855441
12217,12217,4,0,14855407,14855442
12217,12217,4,0,14855408,14855443
12217,12217,4,0,14855409,14855444
12217,12217,4,0,14855410,14855445
12217,12217,4,0,14855411,14855446
12217,12217,4,0,14855412,14855447
12217,12217,4,0,14855413,14855448
12217,12217,4,0,14855414,14855449
12217,12217,4,0,14855415,14855450
12217,12217,4,0,14855416,14855451
12217,12217,4,0,14855417,14855452
12217,12217,4,0,14855418,14855453
12217,12217,4,0,14855419,14855454
12217,12217,4,0,14855420,14855455
12217,12217,4,0,14855421,14855456
12217,12217,4,0,14855422,14855457
12217,12217,4,0,14855423,14855458
12217,12217,4,0,14855424,14855459
12217,12217,4,0,14855425,14855460
12217,12217,4,0,14855426,14855461
12217,12217,4,0,14855427,14855462
12217,12217,4,0,14855463,14855495
12217,12217,4,0,14855464,14855496
12217,12217,4,0,14855465,14855497
12217,12217,4,0,14855466,14855498
12217,12217,4,0,14855467,14855499
12217,12217,4,0,14855468,14855500
12217,12217,4,0,14855469,14855501
12217,12217,4,0,14855470,14855502
12217,12217,4,0,14855471,14855503
12217,12217,4,0,14855472,14855504
12217,12217,4,0,14855473,14855505
12217,12217,4,0,14855474,14855506
12217,12217,4,0,14855475,14855507
12217,12217,4,0,14855476,14855508
12217,12217,4,0,14855477,14855509
12217,12217,4,0,14855478,14855510
12217,12217,4,0,14855479,14855511
12217,12217,4,0,14855480,14855512
12217,12217,4,0,14855481,14855513
12217,12217,4,0,14855482,14855514
12217,12217,4,0,14855483,14855515
12217,12217,4,0,14855484,14855516
12217,12217,4,0,14855485,14855517
12217,12217,4,0,14855486,14855518
12217,12217,4,0,14855487,14855519
12217,12217,4,0,14855488,14855520
12217,12217,4,0,14855489,14855521
12217,12217,4,0,14855490,14855522
12217,12217,4,0,14855491,14855523
12217,12217,4,0,14855492,14855524
12217,12217,4,0,14855493,14855525
12217,12217,4,0,14855494,14855526
12217,12217,4,0,14855527,14855580
12217,12217,4,0,14855528,14855556
12217,12217,4,0,14855529,14855557
12217,12217,4,0,14855530,14855558
12217,12217,4,0,14855531,14855559
12217,12217,4,0,14855532,14855560
12217,12217,4,0,14855533,14855561
12217,12217,4,0,14855534,14855562
12217,12217,4,0,14855535,14855563
12217,12217,4,0,14855536,14855567
12217,12217,4,0,14855537,14855568
12217,12217,4,0,14855538,14855569
12217,12217,4,0,14855539,14855570
12217,12217,4,0,14855540,14855571
12217,12217,4,0,14855541,14855572
12217,12217,4,0,14855542,14855573
12217,12217,4,0,14855543,14855574
12217,12217,4,0,14855544,14855575
12217,12217,4,0,14855545,14855576
12217,12217,4,0,14855546,14855577
12217,12217,4,0,14855547,14855578
12217,12217,4,0,14855548,14855579
12217,12217,4,0,14855549,14855581
12217,12217,4,0,14855550,14855582
12217,12217,4,0,14855551,14855583
12217,12217,4,0,14855552,14855564
12217,12217,4,0,14855553,14855565
12217,12217,4,0,14855554,14855566
12217,12217,4,0,14855555,14855584
12217,12217,4,0,14903078,14903080
12217,12217,4,0,14903079,14903081
12217,12217,4,0,14903088,14903090
12217,12217,4,0,14903089,14903091
12217,12217,4,0,14905811,14905812
12220,12206,2,120,,
12227,8656,0,240,,
12227,8672,0,240,,
12227,8676,0,240,,
12227,8685,0,240,,
12227,8687,0,240,,
12227,8688,0,240,,
12227,8689,0,240,,
12227,8690,0,240,,
12227,8691,0,240,,
12227,8755,2,300,,
12228,12210,0,240,,
12228,12211,0,240,,
12228,12212,0,240,,
12228,3155,0,240,,
12228,3242,2,300,,
12229,12210,0,240,,
12229,12211,0,240,,
12229,12212,0,240,,
12229,3155,0,240,,
12230,11940,0,240,,
12230,11941,0,240,,
12230,11942,0,240,,
12230,11943,0,240,,
12230,12320,0,240,,
12231,11940,0,240,,
12231,11941,0,240,,
12231,11942,0,240,,
12231,11943,0,240,,
12231,12020,0,240,,
12231,12022,0,240,,
12231,12319,0,240,,
12231,12320,0,240,,
12231,12332,0,240,,
12232,12240,0,240,,
12232,12241,0,240,,
12232,12242,2,300,,
12233,12240,2,300,,
12233,12242,2,300,,
12234,11229,0,240,,
12234,12321,0,240,,
12234,12322,0,240,,
12234,12647,0,240,,
12234,3053,0,240,,
12234,3067,0,240,,
12234,3195,0,240,,
12234,3204,0,240,,
12234,3334,0,240,,
12234,3394,0,240,,
12234,3533,0,240,,
12234,3769,0,240,,
12234,3904,0,240,,
12234,3927,0,240,,
12234,7643,0,240,,
12235,11229,0,240,,
12235,12321,0,240,,
12235,12647,0,240,,
12235,3053,0,240,,
12235,3067,0,240,,
12235,3195,0,240,,
12235,3204,0,240,,
12235,3334,0,240,,
